,Unnamed: 0,Title,Year,Rating,Link,Budget,Gross,Net,Date,Month
234,383,  The Mortal Instruments: City of Bones,2013,5.8,/title/tt1538403/,60000000.0,95396573.0,35396573.0,2013-08-21,8.0
235,388,  Under the Skin (I),2013,6.3,/title/tt1441395/,13300000.0,5866389.0,-7433611.0,2014-03-14,3.0
236,389,  Wolf Creek 2,2013,6.1,/title/tt2004432/,7200000.0,4383978.0,-2816022.0,2014-04-17,4.0
237,390,  Rigor Mortis,2013,6.3,/title/tt2771800/,1920000.0,3018374.0,1098374.0,2014-06-06,6.0
238,391,  The Sacrament,2013,6.1,/title/tt2383068/,4000000.0,9221.0,-3990779.0,2014-05-01,5.0
239,394,  Oculus,2013,6.5,/title/tt2388715/,5000000.0,44459951.0,39459951.0,2014-04-11,4.0
240,395,  The Green Inferno,2013,5.3,/title/tt2403021/,5000000.0,12666449.0,7666449.0,2015-09-25,9.0
241,397,  Insidious: Chapter 2,2013,6.5,/title/tt2226417/,5000000.0,161919318.0,156919318.0,2013-09-13,9.0
242,400,  Nothing Left to Fear,2013,4.4,/title/tt1662293/,3000000.0,1675381.0,-1324619.0,2013-09-26,9.0
243,401,  Nurse,2013,4.5,/title/tt1913166/,10000000.0,706617.0,-9293383.0,2013-10-24,10.0
244,402,  Carrie,2013,5.8,/title/tt1939659/,30000000.0,84790678.0,54790678.0,2013-10-18,10.0
245,404,  Gallows Hill,2013,5.2,/title/tt2387408/,2500000.0,1498262.0,-1001738.0,2014-08-29,8.0
246,405,  The Returned,2013,5.9,/title/tt2093270/,5000000.0,612521.0,-4387479.0,2013-11-15,11.0
247,407,  Wer,2013,5.9,/title/tt2229511/,2500000.0,860940.0,-1639060.0,2014-08-19,8.0
248,408,  The Den,2013,6.0,/title/tt2503154/,500000.0,410129.0,-89871.0,2014-03-14,3.0
249,409,  Paranormal Activity: The Marked Ones,2014,5.0,/title/tt2473682/,5000000.0,90894962.0,85894962.0,2014-01-03,1.0
250,410,  Devil's Due,2014,4.1,/title/tt2752758/,7000000.0,36921560.0,29921560.0,2014-01-17,1.0
251,411,  The Babadook,2014,6.8,/title/tt2321549/,2000000.0,10484459.0,8484459.0,2014-11-28,11.0
252,415,  Life After Beth,2014,5.6,/title/tt2581244/,2400000.0,274717.0,-2125283.0,2014-07-15,7.0
253,416,  Dead Snow 2: Red vs. Dead,2014,6.8,/title/tt2832470/,3500000.0,1187477.0,-2312523.0,2014-10-07,10.0
254,417,  What We Do in the Shadows,2014,7.6,/title/tt3416742/,1600000.0,7412611.0,5812611.0,2015-02-13,2.0
255,420,  Vampire Academy,2014,5.4,/title/tt1686821/,30000000.0,15642346.0,-14357654.0,2014-02-07,2.0
256,422,  13 Sins,2014,6.3,/title/tt2059171/,4000000.0,826913.0,-3173087.0,2014-04-11,4.0
257,423,  Honeymoon,2014,5.7,/title/tt3177316/,1000000.0,24343.0,-975657.0,2014-09-12,9.0
258,428,  Housebound,2014,6.7,/title/tt3504048/,220500.0,241347.0,20847.0,2014-09-04,9.0
259,429,  The Quiet Ones,2014,5.1,/title/tt2235779/,200000.0,17835162.0,17635162.0,2014-04-25,4.0
260,435,  A Haunted House 2,2014,4.6,/title/tt2828996/,4000000.0,25358716.0,21358716.0,2014-04-18,4.0
261,436,  Extraterrestrial,2014,5.0,/title/tt2960930/,3000000.0,71103.0,-2928897.0,2014-10-17,10.0
262,440,  It Follows,2014,6.8,/title/tt3235888/,1000000.0,21947454.0,20947454.0,2015-03-13,3.0
263,444,  Deliver Us from Evil (I),2014,6.2,/title/tt2377322/,30000000.0,87937815.0,57937815.0,2014-07-02,7.0
264,446,  The Purge: Anarchy,2014,6.4,/title/tt2975578/,9000000.0,111928365.0,102928365.0,2014-07-18,7.0
265,447,  Unfriended,2014,5.6,/title/tt3713166/,1000000.0,62882090.0,61882090.0,2015-04-17,4.0
266,448,  Kristy,2014,5.9,/title/tt2027136/,6900000.0,616506.0,-6283494.0,2015-11-05,11.0
267,450,  The Blue Elephant,2014,8.0,/title/tt3461252/,3500000.0,695436.0,-2804564.0,2014-07-28,7.0
268,453,"  As Above, So Below",2014,6.2,/title/tt2870612/,5000000.0,41898409.0,36898409.0,2014-08-29,8.0
269,458,  Wolves,2014,5.3,/title/tt1403241/,18000000.0,491154.0,-17508846.0,2014-08-28,8.0
270,463,  Tusk (I),2014,5.3,/title/tt3099498/,3000000.0,1882074.0,-1117926.0,2014-09-19,9.0
271,465,  [REC] 4: Apocalypse,2014,5.3,/title/tt1649443/,3120000.0,4915757.0,1795757.0,2014-10-31,10.0
272,466,  No Good Deed (I),2014,5.6,/title/tt2011159/,13200000.0,54323210.0,41123210.0,2014-09-12,9.0
273,474,  Annabelle (I),2014,5.4,/title/tt3322940/,6500000.0,257589721.0,251089721.0,2014-10-03,10.0
274,475,  Dracula Untold,2014,6.2,/title/tt0829150/,70000000.0,217124280.0,147124280.0,2014-10-10,10.0
275,483,  The Taking of Deborah Logan,2014,6.0,/title/tt3387648/,1500000.0,407782.0,-1092218.0,2014-10-21,10.0
276,484,  Fear Clinic,2014,4.7,/title/tt2165765/,1000000.0,106974.0,-893026.0,2015-07-09,7.0
277,485,  Ouija (II),2014,4.5,/title/tt1204977/,5000000.0,103687316.0,98687316.0,2014-10-24,10.0
278,488,  Clown,2014,5.7,/title/tt1780798/,1500000.0,4381603.0,2881603.0,2016-06-17,6.0
279,489,  The Pyramid,2014,4.6,/title/tt2799166/,6500000.0,16861137.0,10361137.0,2014-12-05,12.0
280,491,  The Woman in Black 2: Angel of Death,2014,4.8,/title/tt2339741/,15000000.0,48854305.0,33854305.0,2015-01-02,1.0
281,492,  The Atticus Institute,2015,5.5,/title/tt3280916/,1000000.0,32521.0,-967479.0,2015-01-05,1.0
282,495,  Knock Knock (I),2015,4.9,/title/tt3605418/,2500000.0,5567103.0,3067103.0,2015-10-09,10.0
283,496,  The VVitch: A New-England Folktale,2015,6.9,/title/tt4263482/,4000000.0,40423945.0,36423945.0,2016-02-19,2.0
284,497,  Ratter,2015,5.1,/title/tt3836512/,500000.0,21214.0,-478786.0,2016-02-12,2.0
285,500,  Turbo Kid,2015,6.7,/title/tt3672742/,45000.0,67069.0,22069.0,2015-08-28,8.0
286,504,  Demonic,2015,5.3,/title/tt1841642/,3000000.0,4476578.0,1476578.0,2017-10-10,10.0
287,505,  The Lazarus Effect,2015,5.2,/title/tt2918436/,3300000.0,38356892.0,35056892.0,2015-02-27,2.0
288,516,  Stung (I),2015,5.1,/title/tt3300572/,2500000.0,71085.0,-2428915.0,2015-10-29,10.0
289,520,  Tale of Tales,2015,6.4,/title/tt3278330/,12480000.0,5500277.0,-6979723.0,2016-04-22,4.0
290,521,  Area 51,2015,4.2,/title/tt1519461/,5000000.0,7556.0,-4992444.0,2015-05-15,5.0
291,522,  Green Room,2015,7.0,/title/tt4062536/,5000000.0,3769214.0,-1230786.0,2016-05-13,5.0
292,523,  Poltergeist,2015,4.9,/title/tt1029360/,35000000.0,95437994.0,60437994.0,2015-05-22,5.0
293,526,  Insidious: Chapter 3,2015,6.1,/title/tt3195644/,10000000.0,112983889.0,102983889.0,2015-06-05,6.0
294,529,  The Rezort,2015,5.3,/title/tt3923662/,6050000.0,30194.0,-6019806.0,2020-05-29,5.0
295,530,  Final Girl,2015,4.7,/title/tt2124787/,8000000.0,33411.0,-7966589.0,2015-08-14,8.0
296,531,  The Gallows,2015,4.2,/title/tt2309260/,100000.0,42964410.0,42864410.0,2015-07-10,7.0
297,537,  Extinction,2015,5.8,/title/tt3467412/,7280000.0,2350695.0,-4929305.0,2015-07-31,7.0
298,539,  The Vatican Tapes,2015,4.8,/title/tt1524575/,8000000.0,13015764.0,5015764.0,2015-07-22,7.0
299,540,  Potato Salad,2015,1.3,/title/tt4404474/,1040000.0,3020134.0,1980134.0,2015-07-23,7.0
300,543,  Howl (I),2015,5.4,/title/tt2393827/,1936000.0,477656.0,-1458344.0,2015-10-16,10.0
301,544,  Sinister 2,2015,5.3,/title/tt2752772/,10000000.0,53329150.0,43329150.0,2015-08-21,8.0
302,546,  The Visit (I),2015,6.2,/title/tt3567288/,5000000.0,98450062.0,93450062.0,2015-09-11,9.0
303,558,  Regression (I),2015,5.6,/title/tt3319920/,20000000.0,17671101.0,-2328899.0,2015-10-02,10.0
304,560,  Hotel Transylvania 2,2015,6.6,/title/tt2510894/,80000000.0,475186706.0,395186706.0,2015-09-25,9.0
305,561,  Crimson Peak,2015,6.5,/title/tt2554274/,55000000.0,74679822.0,19679822.0,2015-10-16,10.0
306,562,  Bone Tomahawk,2015,7.1,/title/tt2494362/,1800000.0,382579.0,-1417421.0,2016-02-19,2.0
307,564,  Goosebumps,2015,6.3,/title/tt1051904/,58000000.0,158261424.0,100261424.0,2015-10-16,10.0
308,565,  Martyrs,2015,4.0,/title/tt1663655/,1000000.0,397072.0,-602928.0,2016-01-22,1.0
309,568,  Paranormal Activity: The Ghost Dimension,2015,4.6,/title/tt2473510/,10000000.0,78903124.0,68903124.0,2015-10-23,10.0
310,569,  Scouts Guide to the Zombie Apocalypse,2015,6.3,/title/tt1727776/,15000000.0,16137046.0,1137046.0,2015-10-30,10.0
311,572,  Victor Frankenstein,2015,5.9,/title/tt1976009/,65000000.0,34227298.0,-30772702.0,2015-11-25,11.0
312,573,  Krampus (I),2015,6.2,/title/tt3850590/,15000000.0,61548707.0,46548707.0,2015-12-04,12.0
313,575,  Friend Request,2016,5.2,/title/tt3352390/,9900000.0,10975390.0,1075390.0,2017-09-22,9.0
314,576,  The Forest (I),2016,4.8,/title/tt3387542/,10000000.0,39712000.0,29712000.0,2016-01-08,1.0
315,578,  The Boy,2016,6.0,/title/tt3882082/,10000000.0,73929392.0,63929392.0,2016-01-22,1.0
316,579,  Pride and Prejudice and Zombies,2016,5.8,/title/tt1374989/,28000000.0,16457494.0,-11542506.0,2016-02-05,2.0
317,584,  31,2016,5.1,/title/tt3835080/,1500000.0,850419.0,-649581.0,2016-09-16,9.0
318,585,  Yoga Hosers,2016,4.2,/title/tt3838992/,5000000.0,36585.0,-4963415.0,2016-09-02,9.0
319,591,  10 Cloverfield Lane,2016,7.2,/title/tt1179933/,15000000.0,110216998.0,95216998.0,2016-03-11,3.0
320,593,  Don't Breathe,2016,7.1,/title/tt4160708/,9900000.0,157761002.0,147861002.0,2016-08-26,8.0
321,596,  I Am Not a Serial Killer,2016,6.2,/title/tt4303340/,1304648.8,21148.0,-1283500.8,2016-08-26,8.0
322,597,  Meet the Blacks,2016,4.8,/title/tt4191580/,900000.0,9097072.0,8197072.0,2016-04-01,4.0
323,603,  Daylight's End,2016,5.4,/title/tt3007132/,2000000.0,11257.0,-1988743.0,2016-09-23,9.0
324,605,  The Wailing,2016,7.4,/title/tt5215952/,6420000.0,49851770.0,43431770.0,2016-06-03,6.0
325,606,  The Darkness (I),2016,4.5,/title/tt1878841/,4000000.0,10898293.0,6898293.0,2016-05-13,5.0
326,608,  The Conjuring 2,2016,7.3,/title/tt3065204/,40000000.0,321834351.0,281834351.0,2016-06-10,6.0
327,609,  Train to Busan,2016,7.6,/title/tt5700672/,7500000.0,92764199.0,85264199.0,2016-07-20,7.0
328,610,  Raw,2016,7.0,/title/tt4954522/,3640000.0,3096815.0,-543185.0,2017-03-15,3.0
329,613,  The Neon Demon,2016,6.1,/title/tt1974419/,7000000.0,3073700.0,-3926300.0,2016-06-24,6.0
330,615,  Lights Out (II),2016,6.3,/title/tt4786282/,4900000.0,148868835.0,143968835.0,2016-07-22,7.0
331,616,  The Shallows,2016,6.3,/title/tt4052882/,17000000.0,119100758.0,102100758.0,2016-06-24,6.0
332,617,  The Purge: Election Year,2016,6.0,/title/tt4094724/,10000000.0,118587880.0,108587880.0,2016-07-01,7.0
333,623,  The Girl with All the Gifts,2016,6.6,/title/tt4547056/,4840000.0,4086096.0,-753904.0,2017-01-26,1.0
334,624,  Killing Ground,2016,5.8,/title/tt4728386/,884000.0000000001,80051.0,-803949.0000000001,2017-07-21,7.0
335,625,  The Neighbor (II),2016,5.8,/title/tt3330764/,1500000.0,164348.0,-1335652.0,2016-09-16,9.0
336,629,  Morgan,2016,5.8,/title/tt4520364/,8000000.0,8809407.0,809407.0,2016-09-02,9.0
337,630,  Prevenge,2016,6.0,/title/tt5154288/,96800.0,103885.0,7085.0,2017-03-24,3.0
338,631,  The Bad Batch,2016,5.2,/title/tt4334266/,6000000.0,201890.0,-5798110.0,2017-06-23,6.0
339,632,  The Disappointments Room,2016,3.9,/title/tt2364897/,15000000.0,5745040.0,-9254960.0,2016-09-09,9.0
340,634,  The Belko Experiment,2016,6.1,/title/tt1082807/,5000000.0,11084630.0,6084630.0,2017-03-17,3.0
341,636,  Blair Witch,2016,5.0,/title/tt1540011/,5000000.0,45173154.0,40173154.0,2016-09-16,9.0
342,642,  Split (IX),2016,7.3,/title/tt4972582/,9000000.0,278454417.0,269454417.0,2017-01-20,1.0
343,643,  The Monster,2016,5.4,/title/tt3976144/,2700000.0,74700.0,-2625300.0,2016-10-06,10.0
344,647,  Strangled,2016,7.0,/title/tt4975280/,1785650.0,208999.0,-1576651.0,2016-11-10,11.0
345,650,  Ouija: Origin of Evil,2016,6.2,/title/tt4361050/,9000000.0,81705746.0,72705746.0,2016-10-21,10.0
346,651,  Boo! A Madea Halloween,2016,4.6,/title/tt5325452/,20000000.0,74827344.0,54827344.0,2016-10-21,10.0
347,653,  Shut In (I),2016,4.8,/title/tt2582500/,10000000.0,13082071.0,3082071.0,2016-11-11,11.0
348,654,  Underworld: Blood Wars,2016,5.7,/title/tt3717252/,35000000.0,81093313.0,46093313.0,2017-01-06,1.0
349,655,  Incarnate,2016,5.2,/title/tt3216348/,5000000.0,9037058.0,4037058.0,2016-12-02,12.0
350,656,  A Cure for Wellness,2016,6.4,/title/tt4731136/,40000000.0,26620002.0,-13379998.0,2017-02-17,2.0
351,657,  Resident Evil: The Final Chapter,2016,5.5,/title/tt2592614/,40000000.0,312242626.0,272242626.0,2017-01-27,1.0
352,658,  The Bye Bye Man,2017,4.3,/title/tt4030600/,7400000.0,29874280.0,22474280.0,2017-01-13,1.0
353,663,  Get Out (I),2017,7.7,/title/tt5052448/,4500000.0,255745157.0,251245157.0,2017-02-24,2.0
354,665,  Rings,2017,4.5,/title/tt0498381/,25000000.0,83080890.0,58080890.0,2017-02-03,2.0
355,666,  November,2017,7.2,/title/tt6164502/,1508000.0,19084.0,-1488916.0,2018-02-23,2.0
356,667,  The Bar,2017,6.3,/title/tt5121816/,5339617.92,3662671.0,-1676946.92,2017-03-24,3.0
357,671,  Life (I),2017,6.6,/title/tt5442430/,58000000.0,100541806.0,42541806.0,2017-03-24,3.0
358,674,  Phoenix Forgotten,2017,5.3,/title/tt6574272/,2800000.0,3697729.0,897729.0,2017-04-21,4.0
359,677,  It Comes at Night,2017,6.2,/title/tt4695012/,5000000.0,19735344.0,14735344.0,2017-06-09,6.0
360,678,  Alien: Covenant,2017,6.4,/title/tt2316204/,97000000.0,240891763.0,143891763.0,2017-05-19,5.0
361,680,  The Mummy,2017,5.4,/title/tt2345759/,125000000.0,409231607.0,284231607.0,2017-06-09,6.0
362,682,  47 Meters Down,2017,5.6,/title/tt2932536/,5300000.0,62198461.0,56898461.0,2017-06-16,6.0
363,687,  Annabelle: Creation,2017,6.5,/title/tt5140878/,15000000.0,306515884.0,291515884.0,2017-08-11,8.0
364,692,  Hostile (I),2017,5.4,/title/tt5085522/,1000000.0,385428.0,-614572.0,2018-09-07,9.0
365,693,  Wish Upon,2017,5.0,/title/tt5322012/,12000000.0,23468586.0,11468586.0,2017-07-14,7.0
366,697,  Thelma,2017,7.0,/title/tt6304046/,4750000.0,1463727.0,-3286273.0,2017-09-15,9.0
367,703,  The Vault (I),2017,4.8,/title/tt1785635/,5000000.0,346729.0,-4653271.0,2017-09-01,9.0
368,706,  It (I),2017,7.3,/title/tt1396484/,35000000.0,701842551.0,666842551.0,2017-09-08,9.0
369,707,  Mother!,2017,6.6,/title/tt5109784/,30000000.0,44516999.0,14516999.0,2017-09-15,9.0
370,708,  Ravenous,2017,5.8,/title/tt6243140/,2775000.0,41026.0,-2733974.0,2018-03-02,3.0
371,712,  Mom and Dad,2017,5.5,/title/tt5462326/,7000000.0,165962.0,-6834038.0,2018-03-09,3.0
372,713,  Cold Skin,2017,6.0,/title/tt1034385/,8840000.0,737478.0,-8102522.0,2018-09-07,9.0
373,715,  Revenge (II),2017,6.4,/title/tt6738136/,3000000.0,938055.0,-2061945.0,2018-05-11,5.0
374,717,  Marrowbone,2017,6.7,/title/tt5886440/,8320000.0,12294931.0,3974931.0,2018-04-13,4.0
375,719,  Satan's Slaves,2017,6.5,/title/tt7076834/,127779.612,431730.0,303950.388,2017-09-28,9.0
376,725,  Tigers Are Not Afraid,2017,6.9,/title/tt4823434/,1343664.0,576598.0,-767066.0,2019-12-03,12.0
377,726,  Flatliners,2017,5.2,/title/tt2039338/,19000000.0,45158254.0,26158254.0,2017-09-29,9.0
378,727,  Jeepers Creepers III,2017,3.9,/title/tt1139592/,6200000.0,4017852.0,-2182148.0,2017-11-02,11.0
379,731,  Happy Death Day,2017,6.6,/title/tt5308322/,4800000.0,125479266.0,120679266.0,2017-10-13,10.0
380,735,  The Super,2017,5.5,/title/tt5884784/,2300000.0,19513.0,-2280487.0,2018-10-19,10.0
381,737,  Jigsaw (I),2017,5.7,/title/tt3348730/,10000000.0,102952888.0,92952888.0,2017-10-27,10.0
382,739,  One Cut of the Dead,2017,7.6,/title/tt7914416/,0.0,27590180.0,27590180.0,2019-09-24,9.0
383,741,  Day of the Dead: Bloodline,2017,3.4,/title/tt3053228/,8000000.0,277922.0,-7722078.0,2018-01-05,1.0
384,742,  Insidious: The Last Key,2018,5.7,/title/tt5726086/,10000000.0,167885588.0,157885588.0,2018-01-05,1.0
385,745,  The Night Eats the World,2018,6.0,/title/tt4266076/,3109600.0,95208.0,-3014392.0,2018-07-13,7.0
386,747,  Mandy (I),2018,6.5,/title/tt6998518/,6000000.0,1653784.0,-4346216.0,2018-09-14,9.0
387,750,  Assassination Nation,2018,6.0,/title/tt6205872/,7000000.0,2584988.0,-4415012.0,2018-09-21,9.0
388,751,  Searching (III),2018,7.6,/title/tt7668870/,880000.0,75462037.0,74582037.0,2018-08-31,8.0
389,752,  Hereditary,2018,7.3,/title/tt7784604/,10000000.0,82530552.0,72530552.0,2018-06-08,6.0
390,755,  Winchester,2018,5.4,/title/tt1072748/,3500000.0,44019588.0,40519588.0,2018-02-02,2.0
391,759,  Annihilation (I),2018,6.8,/title/tt2798920/,40000000.0,43070915.0,3070915.0,2018-02-23,2.0
392,760,  Unsane,2018,6.4,/title/tt7153766/,1500000.0,14293601.0,12793601.0,2018-03-23,3.0
393,762,  The Strangers: Prey at Night,2018,5.2,/title/tt1285009/,5000000.0,31039126.0,26039126.0,2018-03-09,3.0
394,763,  Unfriended: Dark Web,2018,6.0,/title/tt4761916/,1000000.0,16024987.0,15024987.0,2018-07-20,7.0
395,764,  A Quiet Place,2018,7.5,/title/tt6644200/,17000000.0,340952971.0,323952971.0,2018-04-06,4.0
396,768,  Blood Fest,2018,5.4,/title/tt7208564/,1200000.0,122833.0,-1077167.0,2018-08-31,8.0
397,769,  Pacific Rim: Uprising,2018,5.6,/title/tt2557478/,150000000.0,290930148.0,140930148.0,2018-03-23,3.0
398,770,  Acrimony,2018,5.8,/title/tt6063050/,20000000.0,46403669.0,26403669.0,2018-03-30,3.0
399,774,  Truth or Dare (I),2018,5.2,/title/tt6772950/,3500000.0,95330710.0,91830710.0,2018-04-13,4.0
400,778,  Climax (I),2018,6.9,/title/tt8359848/,2704000.0,1697108.0,-1006892.0,2018-09-19,9.0
401,779,  The House That Jack Built,2018,6.8,/title/tt4003440/,9048000.0,3081913.0,-5966087.0,2018-10-17,10.0
402,780,  Hotel Transylvania 3: Summer Vacation,2018,6.3,/title/tt5220122/,80000000.0,528583774.0,448583774.0,2018-07-13,7.0
403,781,  Office Uprising,2018,5.8,/title/tt6251024/,2500000.0,165623.0,-2334377.0,2018-06-19,6.0
404,784,  The Domestics,2018,5.7,/title/tt5591666/,10600000.0,59766.0,-10540234.0,2018-06-29,6.0
405,785,  The First Purge,2018,5.2,/title/tt6133466/,13000000.0,137056262.0,124056262.0,2018-07-04,7.0
406,790,  The Meg,2018,5.6,/title/tt4779682/,130000000.0,530517320.0,400517320.0,2018-08-10,8.0
407,791,  Slender Man,2018,3.2,/title/tt5690360/,10000000.0,51738549.0,41738549.0,2018-08-10,8.0
408,793,  Mara (I),2018,5.1,/title/tt1773753/,5000000.0,661769.0,-4338231.0,2018-09-07,9.0
409,799,  Suspiria (I),2018,6.7,/title/tt1034415/,20000000.0,7942093.0,-12057907.0,2018-11-02,11.0
410,800,  The Nun,2018,5.3,/title/tt5814060/,22000000.0,365582797.0,343582797.0,2018-09-07,9.0
411,801,  Mutant Blast,2018,6.2,/title/tt3064338/,83200.0,5498.0,-77702.0,2020-04-03,4.0
412,802,  Gwen (II),2018,6.0,/title/tt5149490/,2420000.0,47140.0,-2372860.0,2019-08-16,8.0
413,803,  Halloween (I),2018,6.5,/title/tt1502407/,10000000.0,259939835.0,249939835.0,2018-10-19,10.0
414,804,  High Life,2018,5.8,/title/tt4827558/,8320000.0,2133033.0,-6186967.0,2019-04-12,4.0
415,812,  Overlord,2018,6.6,/title/tt4530422/,38000000.0,41657844.0,3657844.0,2018-11-09,11.0
416,815,  Hell Fest,2018,5.5,/title/tt1999890/,5500000.0,18160930.0,12660930.0,2018-09-28,9.0
417,821,  The Head Hunter,2018,5.4,/title/tt6469548/,30000.0,380448.0,350448.0,2019-04-05,4.0
418,824,  Goosebumps 2: Haunted Halloween,2018,5.6,/title/tt5664636/,35000000.0,93320380.0,58320380.0,2018-10-12,10.0
419,829,  The Possession of Hannah Grace,2018,5.2,/title/tt5734576/,7700000.0,43016528.0,35316528.0,2018-11-30,11.0
420,831,  Escape Room (I),2019,6.4,/title/tt5886046/,9000000.0,155712077.0,146712077.0,2019-01-04,1.0
421,832,  Glass,2019,6.6,/title/tt6823368/,20000000.0,246999039.0,226999039.0,2019-01-18,1.0
422,838,  Don't Let Go,2019,6.3,/title/tt6803212/,5000000.0,5288011.0,288011.0,2019-08-30,8.0
423,842,  The Prodigy,2019,5.9,/title/tt4504044/,6000000.0,21127789.0,15127789.0,2019-02-08,2.0
424,843,  Happy Death Day 2U,2019,6.2,/title/tt8155288/,9000000.0,64600152.0,55600152.0,2019-02-13,2.0
425,845,  Us (II),2019,6.8,/title/tt6857112/,20000000.0,256067149.0,236067149.0,2019-03-22,3.0
426,851,  I See You (II),2019,6.8,/title/tt6079516/,3000000.0,1194369.0,-1805631.0,2019-12-10,12.0
427,852,  Ready or Not (I),2019,6.8,/title/tt7798634/,6000000.0,57615777.0,51615777.0,2019-08-21,8.0
428,853,  The Curse of La Llorona,2019,5.2,/title/tt4913966/,9000000.0,123133739.0,114133739.0,2019-04-19,4.0
429,854,  Captive State,2019,6.0,/title/tt5968394/,25000000.0,8808611.0,-16191389.0,2019-03-15,3.0
430,855,  Pet Sematary,2019,5.7,/title/tt0837563/,21000000.0,113118226.0,92118226.0,2019-04-05,4.0
431,857,  Hellboy,2019,5.2,/title/tt2274648/,50000000.0,55065289.0,5065289.0,2019-04-12,4.0
432,860,  The Room,2019,6.0,/title/tt8485364/,4160000.0,44291.0,-4115709.0,2019-11-06,11.0
433,864,  The Intruder (I),2019,5.6,/title/tt6722030/,8000000.0,36599361.0,28599361.0,2019-05-03,5.0
434,865,  Brightburn,2019,6.1,/title/tt7752126/,6000000.0,33224654.0,27224654.0,2019-05-24,5.0
435,868,  Le daim,2019,6.6,/title/tt8193790/,4160000.0,1686700.0,-2473300.0,2020-05-01,5.0
436,870,  Vivarium,2019,5.8,/title/tt8368406/,4000000.0,487625.0,-3512375.0,2020-03-27,3.0
437,871,  The Lighthouse (I),2019,7.4,/title/tt7984734/,11000000.0,18150235.0,7150235.0,2019-11-01,11.0
438,873,  Ma (I),2019,5.6,/title/tt7958736/,5000000.0,61220856.0,56220856.0,2019-05-31,5.0
439,875,  Annabelle Comes Home,2019,5.9,/title/tt8350360/,30000000.0,231252591.0,201252591.0,2019-06-26,6.0
440,876,  Child's Play,2019,5.7,/title/tt8663516/,10000000.0,44907074.0,34907074.0,2019-06-21,6.0
441,877,  Midsommar,2019,7.1,/title/tt8772262/,9000000.0,47968908.0,38968908.0,2019-07-03,7.0
442,878,  Crawl (I),2019,6.1,/title/tt8364368/,13500000.0,91542097.0,78042097.0,2019-07-12,7.0
443,880,  The Wretched,2019,5.8,/title/tt8305806/,1200000.0,4369493.0,3169493.0,2020-05-01,5.0
444,883,  Scary Stories to Tell in the Dark,2019,6.2,/title/tt3387520/,25000000.0,104545505.0,79545505.0,2019-08-09,8.0
445,884,  Haunt (I),2019,6.3,/title/tt6535880/,5000000.0,2243353.0,-2756647.0,2019-09-13,9.0
446,886,  47 Meters Down: Uncaged,2019,5.0,/title/tt7329656/,12000000.0,47582563.0,35582563.0,2019-08-16,8.0
447,888,  It Chapter Two,2019,6.5,/title/tt7349950/,79000000.0,473122525.0,394122525.0,2019-09-06,9.0
448,893,  Color Out of Space,2019,6.2,/title/tt5073642/,6000000.0,1023510.0,-4976490.0,2020-02-25,2.0
449,898,  3 from Hell,2019,5.4,/title/tt8134742/,3000000.0,2295825.0,-704175.0,2019-09-16,9.0
450,902,  VFW,2019,6.1,/title/tt9894470/,1000000.0,23101.0,-976899.0,2020-02-14,2.0
451,906,  Zombieland: Double Tap,2019,6.7,/title/tt1560220/,42000000.0,122810399.0,80810399.0,2019-10-18,10.0
452,907,  The Addams Family,2019,5.8,/title/tt1620981/,24000000.0,204394183.0,180394183.0,2019-10-11,10.0
453,908,  Mermaid Down,2019,5.2,/title/tt3584496/,85000.0,116466.0,31466.0,2019-10-15,10.0
454,911,  Countdown (III),2019,5.4,/title/tt10039344/,6500000.0,48021766.0,41521766.0,2019-10-25,10.0
455,915,  Doctor Sleep,2019,7.3,/title/tt5606664/,45000000.0,72381712.0,27381712.0,2019-11-08,11.0
456,916,  Black Christmas,2019,3.5,/title/tt10481868/,5000000.0,18529730.0,13529730.0,2019-12-13,12.0
457,918,  Awoken,2019,5.1,/title/tt7838536/,1900000.0,348228.0,-1551772.0,2020-05-08,5.0
458,920,  The Grudge (I),2020,4.3,/title/tt3612126/,10000000.0,49511319.0,39511319.0,2020-01-03,1.0
459,921,  Underwater,2020,5.8,/title/tt5774060/,80000000.0,40882928.0,-39117072.0,2020-01-10,1.0
460,922,  The Turning,2020,3.9,/title/tt7510346/,14000000.0,19428166.0,5428166.0,2020-01-24,1.0
461,928,  Gretel & Hansel,2020,5.5,/title/tt9086228/,5000000.0,22304357.0,17304357.0,2020-01-31,1.0
462,929,  Fantasy Island,2020,4.9,/title/tt0983946/,7000000.0,49447308.0,42447308.0,2020-02-14,2.0
463,931,  Brahms: The Boy II,2020,4.7,/title/tt9173418/,10000000.0,20311536.0,10311536.0,2020-02-21,2.0
464,933,  The Invisible Man (I),2020,7.1,/title/tt1051906/,7000000.0,144492724.0,137492724.0,2020-02-28,2.0
465,937,  The Hunt (II),2020,6.5,/title/tt8244784/,14000000.0,10550350.0,-3449650.0,2020-03-13,3.0
466,942,  Sputnik,2020,6.4,/title/tt11905962/,3144525.65,354023.0,-2790502.65,2020-07-24,7.0
467,948,  The Rental,2020,5.7,/title/tt10003008/,3500000.0,4311042.0,811042.0,2020-07-24,7.0
468,961,  The New Mutants,2020,5.3,/title/tt4682266/,67000000.0,49169594.0,-17830406.0,2020-08-28,8.0
469,966,  The Swarm,2020,5.3,/title/tt10675724/,2912000.0,280661.0,-2631339.0,2021-08-06,8.0
